,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
272,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +43.58 to +59.04,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.06 to +0.11,G,"B, G, R","primary, secondary, tertiary"
273,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,H: +12.00 to +19.00,E: +1.50 to +2.17,D: +0.08 to +0.21,G: +1.00 to +3.00,G: +43.06 to +50.20,F: +20.19 to +25.87,H: +5.71 to +11.99,"J: +1,173.35 to +23,420.93",C: +0.00 to +0.04,C: +0.00 to +0.37,A: +0.00 to +0.00,C: +0.11 to +0.17,B,"B, G, R","primary, secondary, tertiary, residential"
274,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",H: +62.56 to +80.48,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,I: +6.00 to +11.00,G: +43.06 to +50.20,F: +20.19 to +25.87,H: +5.71 to +11.99,G: +466.13 to +602.17,H: +0.33 to +0.39,F: +0.73 to +0.86,H: +0.79 to +1.00,D: +0.17 to +0.22,R,"A, B, R","primary, secondary, tertiary, residential"
275,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,G: +47.89 to +62.56,E: +3.00 to +5.00,G: +2.90 to +4.06,I: +0.47 to +0.62,F: +0.00 to +1.00,G: +43.06 to +50.20,F: +20.19 to +25.87,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,I: +1.00 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,R,A,"tertiary, residential"
276,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,F: +36.00 to +47.89,H: +12.00 to +19.00,E: +1.50 to +2.17,E: +0.21 to +0.28,H: +3.00 to +6.00,F: +0.00 to +43.06,F: +20.19 to +25.87,G: +0.00 to +5.71,F: +376.68 to +466.13,E: +0.12 to +0.20,E: +0.58 to +0.73,F: +0.00 to +0.50,H: +0.44 to +0.53,R,"B, G, R","tertiary, residential"
277,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",G: +47.89 to +62.56,I: +19.00 to +37.00,F: +2.17 to +2.90,E: +0.21 to +0.28,I: +6.00 to +11.00,G: +43.06 to +50.20,G: +25.87 to +32.47,H: +5.71 to +11.99,H: +602.17 to +800.41,E: +0.12 to +0.20,D: +0.37 to +0.58,G: +0.50 to +0.79,F: +0.28 to +0.35,R,"B, G, R","primary, tertiary, residential"
278,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,D: +12.00 to +20.94,G: +8.00 to +12.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,G: +0.86 to +1.00,A: +0.00 to +0.00,A: +0.00 to +0.06,A,"A, R",residential
279,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,F: +36.00 to +47.89,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,F: +0.00 to +1.00,G: +43.06 to +50.20,D: +12.32 to +17.74,A: +0.00 to +0.00,G: +466.13 to +602.17,D: +0.04 to +0.12,E: +0.58 to +0.73,H: +0.79 to +1.00,J: +0.69 to +1.00,B,"G, R","primary, tertiary"
280,"F: +10,752.29 to +16,208.22",H: +705.73 to +877.46,F: +36.00 to +47.89,E: +3.00 to +5.00,H: +4.06 to +5.96,H: +0.39 to +0.47,G: +1.00 to +3.00,F: +0.00 to +43.06,G: +25.87 to +32.47,G: +0.00 to +5.71,"J: +1,173.35 to +23,420.93",H: +0.33 to +0.39,I: +1.00 to +1.00,H: +0.79 to +1.00,A: +0.00 to +0.06,R,"A, B, G, R","primary, secondary, tertiary, residential"
281,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,F: +36.00 to +47.89,E: +3.00 to +5.00,I: +5.96 to +9.79,J: +0.62 to +0.99,F: +0.00 to +1.00,F: +0.00 to +43.06,G: +25.87 to +32.47,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,H: +0.79 to +1.00,C: +0.11 to +0.17,R,"A, R","primary, tertiary, residential"
282,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,E: +20.94 to +36.00,G: +8.00 to +12.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,H: +602.17 to +800.41,H: +0.33 to +0.39,F: +0.73 to +0.86,A: +0.00 to +0.00,D: +0.17 to +0.22,A,"A, R","tertiary, residential"
283,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,G: +47.89 to +62.56,H: +12.00 to +19.00,I: +5.96 to +9.79,I: +0.47 to +0.62,I: +6.00 to +11.00,F: +0.00 to +43.06,F: +20.19 to +25.87,G: +0.00 to +5.71,H: +602.17 to +800.41,J: +0.49 to +1.40,F: +0.73 to +0.86,H: +0.79 to +1.00,A: +0.00 to +0.06,A,"A, R","secondary, residential"
284,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",G: +47.89 to +62.56,I: +19.00 to +37.00,G: +2.90 to +4.06,E: +0.21 to +0.28,J: +11.00 to +113.00,F: +0.00 to +43.06,G: +25.87 to +32.47,H: +5.71 to +11.99,G: +466.13 to +602.17,D: +0.04 to +0.12,D: +0.37 to +0.58,F: +0.00 to +0.50,C: +0.11 to +0.17,R,"B, G, R","primary, secondary, tertiary, residential"
285,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,J: +37.00 to +389.00,F: +2.17 to +2.90,F: +0.28 to +0.33,G: +1.00 to +3.00,F: +0.00 to +43.06,D: +12.32 to +17.74,G: +0.00 to +5.71,"I: +800.41 to +1,173.35",E: +0.12 to +0.20,D: +0.37 to +0.58,H: +0.79 to +1.00,A: +0.00 to +0.06,A,R,"primary, secondary, tertiary, residential"
286,"B: +1,219.23 to +3,186.09",A: +3.15 to +167.74,D: +12.00 to +20.94,C: +0.00 to +1.00,H: +4.06 to +5.96,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,G: +0.86 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,A,"A, R",residential
287,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,G: +47.89 to +62.56,G: +8.00 to +12.00,F: +2.17 to +2.90,E: +0.21 to +0.28,G: +1.00 to +3.00,G: +43.06 to +50.20,G: +25.87 to +32.47,G: +0.00 to +5.71,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,G: +0.86 to +1.00,G: +0.50 to +0.79,I: +0.53 to +0.69,R,"B, G, R",tertiary
288,"G: +16,208.22 to +25,962.57","I: +877.46 to +1,137.65",G: +47.89 to +62.56,H: +12.00 to +19.00,G: +2.90 to +4.06,E: +0.21 to +0.28,H: +3.00 to +6.00,G: +43.06 to +50.20,G: +25.87 to +32.47,G: +0.00 to +5.71,F: +376.68 to +466.13,E: +0.12 to +0.20,F: +0.73 to +0.86,G: +0.50 to +0.79,A: +0.00 to +0.06,R,"A, R","secondary, tertiary, residential"
289,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,E: +20.94 to +36.00,D: +1.00 to +3.00,F: +2.17 to +2.90,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"A, R",residential
290,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,H: +62.56 to +80.48,G: +8.00 to +12.00,G: +2.90 to +4.06,D: +0.08 to +0.21,H: +3.00 to +6.00,H: +50.20 to +60.59,G: +25.87 to +32.47,H: +5.71 to +11.99,E: +287.72 to +376.68,D: +0.04 to +0.12,D: +0.37 to +0.58,F: +0.00 to +0.50,B: +0.06 to +0.11,R,"A, R","primary, tertiary, residential"
291,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,G: +47.89 to +62.56,H: +12.00 to +19.00,E: +1.50 to +2.17,D: +0.08 to +0.21,I: +6.00 to +11.00,H: +50.20 to +60.59,H: +32.47 to +43.58,H: +5.71 to +11.99,E: +287.72 to +376.68,D: +0.04 to +0.12,D: +0.37 to +0.58,G: +0.50 to +0.79,F: +0.28 to +0.35,R,"B, G, R","tertiary, residential"
292,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,F: +36.00 to +47.89,G: +8.00 to +12.00,G: +2.90 to +4.06,G: +0.33 to +0.39,G: +1.00 to +3.00,F: +0.00 to +43.06,E: +17.74 to +20.19,G: +0.00 to +5.71,D: +172.15 to +287.72,G: +0.26 to +0.33,J: +1.00 to +1.00,H: +0.79 to +1.00,D: +0.17 to +0.22,R,"A, R",residential
293,"G: +16,208.22 to +25,962.57",H: +705.73 to +877.46,E: +20.94 to +36.00,I: +19.00 to +37.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,E: +0.22 to +0.28,A,"A, R","tertiary, residential"
294,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,F: +36.00 to +47.89,I: +19.00 to +37.00,F: +2.17 to +2.90,E: +0.21 to +0.28,G: +1.00 to +3.00,G: +43.06 to +50.20,E: +17.74 to +20.19,G: +0.00 to +5.71,G: +466.13 to +602.17,F: +0.20 to +0.26,E: +0.58 to +0.73,H: +0.79 to +1.00,A: +0.00 to +0.06,R,"A, G, R","secondary, tertiary, residential"
295,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,F: +36.00 to +47.89,D: +1.00 to +3.00,H: +4.06 to +5.96,H: +0.39 to +0.47,F: +0.00 to +1.00,F: +0.00 to +43.06,G: +25.87 to +32.47,A: +0.00 to +0.00,H: +602.17 to +800.41,H: +0.33 to +0.39,H: +1.00 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"A, R","tertiary, residential"
296,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",H: +62.56 to +80.48,H: +12.00 to +19.00,E: +1.50 to +2.17,D: +0.08 to +0.21,H: +3.00 to +6.00,I: +60.59 to +73.47,G: +25.87 to +32.47,I: +11.99 to +19.31,F: +376.68 to +466.13,E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,D: +0.17 to +0.22,R,"B, G, R","tertiary, residential"
297,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,G: +47.89 to +62.56,H: +12.00 to +19.00,F: +2.17 to +2.90,D: +0.08 to +0.21,J: +11.00 to +113.00,G: +43.06 to +50.20,H: +32.47 to +43.58,H: +5.71 to +11.99,E: +287.72 to +376.68,D: +0.04 to +0.12,D: +0.37 to +0.58,G: +0.50 to +0.79,C: +0.11 to +0.17,R,"G, R","secondary, tertiary, residential"
298,"F: +10,752.29 to +16,208.22",H: +705.73 to +877.46,G: +47.89 to +62.56,G: +8.00 to +12.00,I: +5.96 to +9.79,H: +0.39 to +0.47,H: +3.00 to +6.00,G: +43.06 to +50.20,G: +25.87 to +32.47,H: +5.71 to +11.99,G: +466.13 to +602.17,G: +0.26 to +0.33,J: +1.00 to +1.00,H: +0.79 to +1.00,D: +0.17 to +0.22,A,R,"primary, tertiary, residential"
299,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",G: +47.89 to +62.56,H: +12.00 to +19.00,F: +2.17 to +2.90,E: +0.21 to +0.28,H: +3.00 to +6.00,F: +0.00 to +43.06,E: +17.74 to +20.19,G: +0.00 to +5.71,G: +466.13 to +602.17,F: +0.20 to +0.26,F: +0.73 to +0.86,H: +0.79 to +1.00,J: +0.69 to +1.00,R,"B, G, R","primary, tertiary"
300,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,H: +62.56 to +80.48,H: +12.00 to +19.00,G: +2.90 to +4.06,F: +0.28 to +0.33,H: +3.00 to +6.00,H: +50.20 to +60.59,G: +25.87 to +32.47,I: +11.99 to +19.31,E: +287.72 to +376.68,F: +0.20 to +0.26,D: +0.37 to +0.58,F: +0.00 to +0.50,B: +0.06 to +0.11,R,R,"primary, tertiary, residential"
301,"E: +7,021.92 to +10,752.29",F: +479.10 to +575.40,G: +47.89 to +62.56,F: +5.00 to +8.00,H: +4.06 to +5.96,H: +0.39 to +0.47,G: +1.00 to +3.00,G: +43.06 to +50.20,G: +25.87 to +32.47,H: +5.71 to +11.99,H: +602.17 to +800.41,H: +0.33 to +0.39,I: +1.00 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, R","tertiary, residential"
302,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,J: +37.00 to +389.00,E: +1.50 to +2.17,E: +0.21 to +0.28,H: +3.00 to +6.00,G: +43.06 to +50.20,E: +17.74 to +20.19,G: +0.00 to +5.71,F: +376.68 to +466.13,E: +0.12 to +0.20,D: +0.37 to +0.58,H: +0.79 to +1.00,B: +0.06 to +0.11,R,"A, G, R","secondary, tertiary, residential"
303,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,G: +47.89 to +62.56,F: +5.00 to +8.00,H: +4.06 to +5.96,I: +0.47 to +0.62,G: +1.00 to +3.00,G: +43.06 to +50.20,G: +25.87 to +32.47,G: +0.00 to +5.71,G: +466.13 to +602.17,F: +0.20 to +0.26,I: +1.00 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, R","tertiary, residential"
304,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,J: +37.00 to +389.00,F: +2.17 to +2.90,F: +0.28 to +0.33,I: +6.00 to +11.00,F: +0.00 to +43.06,E: +17.74 to +20.19,G: +0.00 to +5.71,G: +466.13 to +602.17,F: +0.20 to +0.26,C: +0.00 to +0.37,F: +0.00 to +0.50,B: +0.06 to +0.11,R,"A, G, R","secondary, tertiary, residential"
305,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",E: +20.94 to +36.00,H: +12.00 to +19.00,D: +0.40 to +1.50,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,G: +0.86 to +1.00,A: +0.00 to +0.00,C: +0.11 to +0.17,R,"A, G, R","primary, tertiary, residential"
306,"H: +25,962.57 to +37,105.02","I: +877.46 to +1,137.65",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,G,"A, G, R","secondary, tertiary, residential"
307,"H: +25,962.57 to +37,105.02","I: +877.46 to +1,137.65",H: +62.56 to +80.48,H: +12.00 to +19.00,H: +4.06 to +5.96,H: +0.39 to +0.47,H: +3.00 to +6.00,H: +50.20 to +60.59,G: +25.87 to +32.47,H: +5.71 to +11.99,H: +602.17 to +800.41,H: +0.33 to +0.39,F: +0.73 to +0.86,H: +0.79 to +1.00,G: +0.35 to +0.44,A,"B, R","tertiary, residential"
308,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",H: +62.56 to +80.48,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,J: +11.00 to +113.00,G: +43.06 to +50.20,D: +12.32 to +17.74,H: +5.71 to +11.99,H: +602.17 to +800.41,D: +0.04 to +0.12,C: +0.00 to +0.37,F: +0.00 to +0.50,I: +0.53 to +0.69,B,"G, R","primary, tertiary, residential"
309,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +0.17 to +0.22,G,"A, R","tertiary, residential"
310,"I: +37,105.02 to +68,167.29","J: +1,137.65 to +5,919.44",E: +20.94 to +36.00,F: +5.00 to +8.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,I: +1.00 to +1.00,A: +0.00 to +0.00,E: +0.22 to +0.28,R,"A, B, R","primary, tertiary, residential"
311,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,H: +602.17 to +800.41,F: +0.20 to +0.26,J: +1.00 to +1.00,A: +0.00 to +0.00,D: +0.17 to +0.22,A,"A, G, R","tertiary, residential"
312,"I: +37,105.02 to +68,167.29",H: +705.73 to +877.46,G: +47.89 to +62.56,J: +37.00 to +389.00,F: +2.17 to +2.90,F: +0.28 to +0.33,J: +11.00 to +113.00,F: +0.00 to +43.06,F: +20.19 to +25.87,H: +5.71 to +11.99,D: +172.15 to +287.72,G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,E: +0.22 to +0.28,R,"A, G, R","primary, tertiary, residential"
313,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +0.17 to +0.22,G,"G, R","secondary, tertiary, residential"
314,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,G: +47.89 to +62.56,H: +12.00 to +19.00,G: +2.90 to +4.06,G: +0.33 to +0.39,I: +6.00 to +11.00,G: +43.06 to +50.20,H: +32.47 to +43.58,G: +0.00 to +5.71,E: +287.72 to +376.68,H: +0.33 to +0.39,G: +0.86 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,A,"A, G, R","tertiary, residential"
315,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,G,"B, R",residential
316,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,G,"G, R","primary, tertiary"
317,"H: +25,962.57 to +37,105.02","I: +877.46 to +1,137.65",E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,E: +0.21 to +0.28,F: +0.00 to +1.00,F: +0.00 to +43.06,F: +20.19 to +25.87,A: +0.00 to +0.00,"I: +800.41 to +1,173.35",E: +0.12 to +0.20,G: +0.86 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,R,"A, B, G","primary, tertiary, residential"
318,"I: +37,105.02 to +68,167.29","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,I: +19.00 to +37.00,G: +2.90 to +4.06,E: +0.21 to +0.28,I: +6.00 to +11.00,G: +43.06 to +50.20,G: +25.87 to +32.47,H: +5.71 to +11.99,G: +466.13 to +602.17,E: +0.12 to +0.20,E: +0.58 to +0.73,G: +0.50 to +0.79,E: +0.22 to +0.28,R,"A, G, R","secondary, tertiary, residential"
319,"I: +37,105.02 to +68,167.29","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,I: +19.00 to +37.00,G: +2.90 to +4.06,H: +0.39 to +0.47,G: +1.00 to +3.00,G: +43.06 to +50.20,F: +20.19 to +25.87,H: +5.71 to +11.99,H: +602.17 to +800.41,H: +0.33 to +0.39,G: +0.86 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,B,"A, G, R","primary, tertiary, residential"
320,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,J: +37.00 to +389.00,E: +1.50 to +2.17,E: +0.21 to +0.28,F: +0.00 to +1.00,F: +0.00 to +43.06,E: +17.74 to +20.19,A: +0.00 to +0.00,G: +466.13 to +602.17,G: +0.26 to +0.33,D: +0.37 to +0.58,H: +0.79 to +1.00,F: +0.28 to +0.35,R,"G, R","secondary, tertiary, residential"
321,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,J: +0.69 to +1.00,G,"A, B, R","primary, residential"
322,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",H: +62.56 to +80.48,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,J: +11.00 to +113.00,H: +50.20 to +60.59,H: +32.47 to +43.58,H: +5.71 to +11.99,E: +287.72 to +376.68,F: +0.20 to +0.26,D: +0.37 to +0.58,F: +0.00 to +0.50,G: +0.35 to +0.44,R,"A, B, R","primary, tertiary, residential"
323,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"G, R","primary, tertiary, residential"
324,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,D: +12.00 to +20.94,F: +5.00 to +8.00,E: +1.50 to +2.17,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,F: +376.68 to +466.13,G: +0.26 to +0.33,I: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, G, R","primary, tertiary, residential"
325,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,G,"B, G, R","trunk, primary, secondary, tertiary, residential"
326,"I: +37,105.02 to +68,167.29","I: +877.46 to +1,137.65",H: +62.56 to +80.48,I: +19.00 to +37.00,E: +1.50 to +2.17,E: +0.21 to +0.28,H: +3.00 to +6.00,G: +43.06 to +50.20,E: +17.74 to +20.19,H: +5.71 to +11.99,E: +287.72 to +376.68,E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,G: +0.35 to +0.44,R,"A, B, R, M","primary, tertiary, residential"
327,"G: +16,208.22 to +25,962.57",H: +705.73 to +877.46,F: +36.00 to +47.89,H: +12.00 to +19.00,F: +2.17 to +2.90,G: +0.33 to +0.39,G: +1.00 to +3.00,F: +0.00 to +43.06,F: +20.19 to +25.87,G: +0.00 to +5.71,G: +466.13 to +602.17,H: +0.33 to +0.39,G: +0.86 to +1.00,F: +0.00 to +0.50,I: +0.53 to +0.69,R,"B, G, R","primary, tertiary, residential"
328,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,D: +172.15 to +287.72,F: +0.20 to +0.26,J: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,A,"A, G, R",residential
329,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,I: +0.53 to +0.69,G,"G, R, M","primary, tertiary"
330,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",F: +36.00 to +47.89,J: +37.00 to +389.00,D: +0.40 to +1.50,E: +0.21 to +0.28,F: +0.00 to +1.00,G: +43.06 to +50.20,E: +17.74 to +20.19,A: +0.00 to +0.00,G: +466.13 to +602.17,D: +0.04 to +0.12,C: +0.00 to +0.37,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, B, G, R, M","primary, secondary, tertiary, residential"
331,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,F: +36.00 to +47.89,I: +19.00 to +37.00,E: +1.50 to +2.17,D: +0.08 to +0.21,H: +3.00 to +6.00,F: +0.00 to +43.06,F: +20.19 to +25.87,G: +0.00 to +5.71,D: +172.15 to +287.72,F: +0.20 to +0.26,E: +0.58 to +0.73,G: +0.50 to +0.79,J: +0.69 to +1.00,R,"A, G, R",residential
332,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,G,"G, R, M","primary, secondary, tertiary"
333,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",G: +47.89 to +62.56,J: +37.00 to +389.00,G: +2.90 to +4.06,F: +0.28 to +0.33,I: +6.00 to +11.00,G: +43.06 to +50.20,F: +20.19 to +25.87,H: +5.71 to +11.99,"I: +800.41 to +1,173.35",D: +0.04 to +0.12,C: +0.00 to +0.37,F: +0.00 to +0.50,J: +0.69 to +1.00,R,"G, R","primary, tertiary, residential"
